Job Title,Location,Incentives,Due Date,URL,Scraped Date,Last Seen
Enrolled Nurse (Incentives Offered),"Lake Cargelligo, Lake Cargelligo Multi Purpose Service | Central West","benefit from our comprehensive wellness programs for you and your family, including employee assistance programs, fitness passport, and initiatives to support both physical and mental health.this position qualifies for incentives under the nsw rural health workforce incentive scheme, including up to; incentives under the nsw rural health workforce incentive scheme, including up to; salary packaging – access up to; incentive, and up to; incentive value dependent on full-time equivalent, position and location). find out more here requisition number: req647084employment type: full-time / part-time/ casual opportunitiesposition classification: enrolled nurse remuneration: $66,976.41", 1 april 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-incentives-offered-328466,2026-03-12,2026-03-12
Enrolled Nurse - Surgical Ward - Goulburn Base Hospital,"Goulburn, Goulburn Base Hospital | Southern Highlands",N/A, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-surgical-ward-goulburn-base-hospital-328694,2026-03-12,2026-03-12
Nursing Unit Manager (Level 1) - Burudyara Forensic Unit,"Concord, Concord Centre for Mental Health | Sydney",N/A, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/nursing-unit-manager-level-1-burudyara-forensic-unit-328672,2026-03-12,2026-03-12
"Enrolled Nurse - Mental Health Inpatient, Kenmore Hospital - Goulburn - Incentives Offered","Goulburn, Kenmore Hospital, Goulburn | Southern Highlands",incentive scheme with a value of up to, 21 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-mental-health-inpatient-kenmore-hospital-goulburn-incentives-offered-328809,2026-03-12,2026-03-12
"Clinical Nurse Consultant, Older Persons Mental Health - Lismore","Lismore, Lismore Mental Health Services | Far North Coast",N/A, 26 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-older-persons-mental-health-lismore-328802,2026-03-12,2026-03-12
"Clinical Nurse Specialist Grade 2 - Mental Health Inpatient, Kenmore Hospital - Goulburn","Goulburn, Kenmore Hospital, Goulburn | Southern Highlands",N/A, 21 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-specialist-grade-2-mental-health-inpatient-kenmore-hospital-goulburn-328808,2026-03-12,2026-03-12
Assistant in Nursing - Braidwood MPS,"Braidwood, Braidwood Multi-Purpose Service | South Coast",N/A, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/assistant-in-nursing-braidwood-mps-328836,2026-03-12,2026-03-12
Enrolled Nurse - Braidwood MPS,"Braidwood, Braidwood Multi-Purpose Service | South Coast",N/A, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-braidwood-mps-328838,2026-03-12,2026-03-12
Enrolled Nurse - General Surgical Ward,"Hornsby, Hornsby Ku-ring-gai Hospital | Sydney",N/A, 26 march 2026,https://jobs.health.nsw.gov.au/jobs/enrolled-nurse-general-surgical-ward-328795,2026-03-12,2026-03-12
Clinical Nurse Consultant Gde 3 Respiratory - REQ644587,"Randwick, Sydney Children's Hospital Randwick | Sydney",N/A,on 22 march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-nurse-consultant-gde-3-respiratory-req644587-328830,2026-03-12,2026-03-12
Nurse Educator (Gde 3) - Critical Care - Temp FT,"Warwick Farm, Liverpool Hospital, Eastern Campus | Western Sydney",N/A,29/03/2026,https://jobs.health.nsw.gov.au/jobs/nurse-educator-gde-3-critical-care-temp-ft-328755,2026-03-12,2026-03-12
Nurse Unit Manager Level 2 Paediatric Intensive Care Unit - REQ647598,"Westmead, The Childrens Hospital at Westmead | Western Sydney",N/A,on 22 march 2026,https://jobs.health.nsw.gov.au/jobs/nurse-unit-manager-level-2-paediatric-intensive-care-unit-req647598-328825,2026-03-12,2026-03-12
Aboriginal Specialist Mental Health Clinician (Identified),"Penrith, Station St Office | Western Sydney",N/A, 24 march 2026,https://jobs.health.nsw.gov.au/jobs/aboriginal-specialist-mental-health-clinician-identified-328540,2026-03-12,2026-03-12
Clinical Assessor - Aged Care Assessment Service,"Wallsend, Wallsend Campus | Hunter",N/A,22nd march 2026,https://jobs.health.nsw.gov.au/jobs/clinical-assessor-aged-care-assessment-service-328298,2026-03-12,2026-03-12
Drug and Alcohol Community Counsellor,"East Maitland, East Maitland Community Health Service | Hunter",N/A,"thursday, 19 march 2026",https://jobs.health.nsw.gov.au/jobs/drug-and-alcohol-community-counsellor-328414,2026-03-12,2026-03-12
Hunter Community Counsellor - Drug & Alcohol Clinical Services,"Newcastle, James Fletcher Hospital | Hunter",N/A,"tuesday, 17 march 2026",https://jobs.health.nsw.gov.au/jobs/hunter-community-counsellor-drug-alcohol-clinical-services-328418,2026-03-12,2026-03-12
"Post Graduate Fellow in Transplant Surgery, John Hunter Hospital","New Lambton, John Hunter Hospital | Hunter",N/A, 21 april 2026,https://jobs.health.nsw.gov.au/jobs/post-graduate-fellow-in-transplant-surgery-john-hunter-hospital-328347,2026-03-12,2026-03-12
Medical Radiation Scientist (Nuclear Medicine Technologist Level 2) - PET & Nuclear Medicine,"Camperdown, Royal Prince Alfred Hospital | Sydney",N/A, 31 march 2026,https://jobs.health.nsw.gov.au/jobs/medical-radiation-scientist-nuclear-medicine-technologist-level-2-pet-nuclear-medicine-328408,2026-03-12,2026-03-12
"Post Graduate Fellow in Spinal Surgery, John Hunter Hospital","New Lambton, John Hunter Hospital | Hunter",N/A, 21 april 2026,https://jobs.health.nsw.gov.au/jobs/post-graduate-fellow-in-spinal-surgery-john-hunter-hospital-328285,2026-03-12,2026-03-12
Emergency Department Aboriginal Patient Liaison Officer - Identified,"Taree, Manning Hospital | Mid North Coast",N/A,"sunday, 22nd march 2026",https://jobs.health.nsw.gov.au/jobs/emergency-department-aboriginal-patient-liaison-officer-identified-328308,2026-03-12,2026-03-12
Staff Specialist - HammondCare,"Prairiewood, Braeside Hospital | Western Sydney",N/A,5th april 2026,https://jobs.health.nsw.gov.au/jobs/staff-specialist-hammondcare-328768,2026-03-12,2026-03-12
Occupational Therapist - Incentives Offered,"Narrabri, Narrabri Community Health Service | New England / North West",N/A,23rd march 2026,https://jobs.health.nsw.gov.au/jobs/occupational-therapist-incentives-offered-328598,2026-03-12,2026-03-12
Out of Home Care Speech Pathologist Level 3 - Targeted,New England / North West,N/A,"sunday, 22nd march 2026",https://jobs.health.nsw.gov.au/jobs/out-of-home-care-speech-pathologist-level-3-targeted-328420,2026-03-12,2026-03-12
Staff Specialist or Visiting Medical Officer in Psychiatry - Manning Mental Health Service,"Taree, Manning Hospital | Mid North Coast",N/A,closes 12 april 2026,https://jobs.health.nsw.gov.au/jobs/staff-specialist-or-visiting-medical-officer-in-psychiatry-manning-mental-health-service-328346,2026-03-12,2026-03-12
Aboriginal Health Worker/Practitioner (Transitional) - Identified,"Armidale, Armidale Community Health Service | New England / North West",N/A,"wednesday, 25th march 2026",https://jobs.health.nsw.gov.au/jobs/aboriginal-health-worker-practitioner-transitional-identified-328639,2026-03-12,2026-03-12
Clinical Psychologist,"Metford, The Maitland Hospital | Hunter",N/A,"monday, 23rd march 2026",https://jobs.health.nsw.gov.au/jobs/clinical-psychologist-328687,2026-03-12,2026-03-12
Clinical Psychologist/ Clinical Psychologist-in-Training -  Continuing Care Team,"Maitland, Hunter Valley Mental Health Service | Hunter",N/A,"thursday, 19th march 2026",https://jobs.health.nsw.gov.au/jobs/clinical-psychologist-clinical-psychologist-in-training-continuing-care-team-327466,2026-03-12,2026-03-12
Cord Blood Collections Coordinator,"Randwick, Prince of Wales Hospital | Sydney and 2 additional locations",N/A, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/cord-blood-collections-coordinator-328578,2026-03-12,2026-03-12
"Perioperative RN (PAC, DPU, Anaesthetics, Recovery, Instrument and Circulating)","Auburn, Auburn District Hospital | Western Sydney",N/A,25th march 2026,https://jobs.health.nsw.gov.au/jobs/perioperative-rn-pac-dpu-anaesthetics-recovery-instrument-and-circulating-328610,2026-03-12,2026-03-12
Forensic Drug & Alcohol Clinician (MERIT & Drug Court Programs),"Kingswood, Nepean Hospital | Western Sydney",N/A,25/03/2026,https://jobs.health.nsw.gov.au/jobs/forensic-drug-alcohol-clinician-merit-drug-court-programs-328684,2026-03-12,2026-03-12
Forensic Drug & Alcohol Clinician (MERIT & Drug Court Programs Lithgow),"Kingswood, Nepean Hospital | Western Sydney",N/A,19/03/2026,https://jobs.health.nsw.gov.au/jobs/forensic-drug-alcohol-clinician-merit-drug-court-programs-lithgow-328095,2026-03-12,2026-03-12
Midwifery Unit Manager MGP/MAPS,"St Leonards, Royal North Shore Hospital | Sydney",N/A, 24 march 2026,https://jobs.health.nsw.gov.au/jobs/midwifery-unit-manager-mgp-maps-328274,2026-03-12,2026-03-12
Senior Resident Medical Officer,"Westmead, The Childrens Hospital at Westmead | Western Sydney",N/A,22nd march 2026,https://jobs.health.nsw.gov.au/jobs/senior-resident-medical-officer-328310,2026-03-12,2026-03-12
Alcohol & Other Drugs Clinician - Queanbeyan,"Queanbeyan, Killard Drug and Alcohol Centre, Queanbeyan | South Coast",incentive scheme with a value of up to, 20 march 2026,https://jobs.health.nsw.gov.au/jobs/alcohol-other-drugs-clinician-queanbeyan-328608,2026-03-12,2026-03-12
Pathways to Community Living Initiative (PCLI) - Senior Mental Health Clinician - Bega,"Bega, Mental Health Drug & Alcohol Services Bega | South Coast",N/A, 21 march 2026,https://jobs.health.nsw.gov.au/jobs/pathways-to-community-living-initiative-pcli-senior-mental-health-clinician-bega-328803,2026-03-12,2026-03-12
Lactation Consultant - Yass District Hospital,"Yass, Yass District Hospital | Southern Highlands",N/A, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/lactation-consultant-yass-district-hospital-328770,2026-03-12,2026-03-12
Youth Mental Health Clinician - ESMHS,"Randwick, Eastern Suburbs Mental Health Service | Sydney",N/A, 29 march 2026,https://jobs.health.nsw.gov.au/jobs/youth-mental-health-clinician-esmhs-328490,2026-03-12,2026-03-12
Mental Health Ambulance Police Program (MHAPP) Clinician,"Wollongong, Illawarra Community Mental Health Service | Illawarra",N/A, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/mental-health-ambulance-police-program-mhapp-clinician-328616,2026-03-12,2026-03-12
"Mental Health Clinician, Team 5 - ESMHS","Randwick, Eastern Suburbs Mental Health Service | Sydney",N/A, 22 march 2026,https://jobs.health.nsw.gov.au/jobs/mental-health-clinician-team-5-esmhs-328385,2026-03-12,2026-03-12
"Mental Health Clinician, Team 2 Community - ESMHS","Randwick, Eastern Suburbs Mental Health Service | Sydney",N/A, 29 march 2026,https://jobs.health.nsw.gov.au/jobs/mental-health-clinician-team-2-community-esmhs-328485,2026-03-12,2026-03-12
"Mental Health Clinician Team 2, Community Mental Health - Sutherland MHS","Caringbah, Sutherland Mental Health Service | Sydney",N/A, 29 march 2026,https://jobs.health.nsw.gov.au/jobs/mental-health-clinician-team-2-community-mental-health-sutherland-mhs-328636,2026-03-12,2026-03-12
NP/TNP Epidermolysis Bullosa – Dermatology –Temporary-Part time – Sydney Children’s Hospital - REQ647603,"Randwick, Sydney Children's Hospital Randwick | Sydney",N/A,on 17 march 2026,https://jobs.health.nsw.gov.au/jobs/np-tnp-epidermolysis-bullosa-%E2%80%93-dermatology-%E2%80%93temporary-part-time-%E2%80%93-sydney-children%E2%80%99s-hospital-req647603-328356,2026-03-12,2026-03-12
CNE PAC/DPU and second stage Recovery,"Auburn, Auburn District Hospital | Western Sydney",N/A,25th march 2026,https://jobs.health.nsw.gov.au/jobs/cne-pac-dpu-and-second-stage-recovery-328625,2026-03-12,2026-03-12
Palliative Care Stream Manager - Site Negotiable,Location Negotiable,N/A, 01 april 2026,https://jobs.health.nsw.gov.au/jobs/palliative-care-stream-manager-site-negotiable-328645,2026-03-12,2026-03-12
"Work, Health and Safety Coordinator - Karitane","Carramar, Karitane Carramar | Western Sydney",N/A,7th april 2026,https://jobs.health.nsw.gov.au/jobs/work-health-and-safety-coordinator-karitane-328720,2026-03-12,2026-03-12
Mental Health Clinician -Community Mental Health - Incentives Offered,"Dubbo, Dubbo Health Service | Orana",N/A, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/mental-health-clinician-community-mental-health-incentives-offered-328805,2026-03-12,2026-03-12
Drug & Alcohol Youth Clinician,"Dubbo, Dubbo Health Service | Orana",N/A, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/drug-alcohol-youth-clinician-328828,2026-03-12,2026-03-12
Aboriginal Drug & Alcohol Clinician - Substance Use in Pregnancy & Parent Program - 5-10K Incentives Offered,"Dubbo, Dubbo Health Service | Orana","salary packaging options) + nsw health incentives – (conditions apply, may be pro-rata'd to your contracted or ordinary working hours – to find out more, visit rural health workforce incentive scheme and western nsw lhd incentives)location: dubbo, nsw – find out morehours per week: 19 applications close: 25 march 2026 – 11:59pm aboriginal drug & alcohol clinician - substance use in pregnancy & parent program - incentives offeredmental health drug & alcohol, dubbo this is an exciting opportunity to join the substance use in pregnancy & parent program as a health clinician. the substance use in pregnancy and parenting service (supps) clinician, will provide safe, compassionate, quality, person-centred specialist care, working in collaboration with clients/families/carers and multidisciplinary teams to achieve identified goals and outcomes. this role will provide services to women in dubbo and the surrounding regions who are pregnant or caring for infants up to", 25 march 2026,https://jobs.health.nsw.gov.au/jobs/aboriginal-drug-alcohol-clinician-substance-use-in-pregnancy-parent-program-5-10k-incentives-offered-328822,2026-03-12,2026-03-12
WNSWLHD Drug & Alcohol Clinician - MERIT and Drug Court programs,"Dubbo, Dubbo Health Service | Orana",N/A, 25 march 2026,https://jobs.health.nsw.gov.au/jobs/wnswlhd-drug-alcohol-clinician-merit-and-drug-court-programs-328821,2026-03-12,2026-03-12
"Health Clinician, Aged Care Assessment Team - various locations within NNSWLHD","Tweed Heads, Tweed Community & Allied Health | Far North Coast and 2 additional locations",N/A, 24 march 2026,https://jobs.health.nsw.gov.au/jobs/health-clinician-aged-care-assessment-team-various-locations-within-nnswlhd-328519,2026-03-12,2026-03-12
"Mental Health Clinician | Psychologist, Clinical Psychologist or Social Worker or Occupational Therapist | Permanent Part-time 24 hours per week Monday to Friday | Tresillian Nepean","Kingswood, Tresillian Nepean | Western Sydney",N/A,N/A,https://jobs.health.nsw.gov.au/jobs/mental-health-clinician-psychologist-clinical-psychologist-or-social-worker-or-occupational-therapist-permanent-part-time-24-hours-per-week-monday-to-friday-tresillian-nepean-328399,2026-03-12,2026-03-12
Administration Officer - Community Mental Health (Casual),"Bathurst, Bathurst Health Services | Central West",N/A, 23 march 2026,https://jobs.health.nsw.gov.au/jobs/administration-officer-community-mental-health-casual-328340,2026-03-12,2026-03-12
Clinical Midwifery Unit Manager,"Wagga Wagga, Wagga Wagga Base Hospital | Riverina",N/A, 1 april 2026,https://jobs.health.nsw.gov.au/jobs/clinical-midwifery-unit-manager-328317,2026-03-12,2026-03-12
Operating Suite - Operating Assistant - Rotating Roster - Fulltime Permanent,"Westmead, The Childrens Hospital at Westmead | Western Sydney",N/A,on 22 march 2026,https://jobs.health.nsw.gov.au/jobs/operating-suite-operating-assistant-rotating-roster-fulltime-permanent-328832,2026-03-12,2026-03-12
Provisional Fellow,"Liverpool, Liverpool Hospital | Western Sydney",N/A,N/A,https://jobs.health.nsw.gov.au/jobs/provisional-fellow-328692,2026-03-12,2026-03-12
"Violence, Abuse and Neglect CNS2","Broken Hill, Broken Hill Health Service | Far West",N/A,9th of april 2026,https://jobs.health.nsw.gov.au/jobs/violence-abuse-and-neglect-cns2-328751,2026-03-12,2026-03-12
WNSWLHD - VMO Addiction Specialist (Physician or Psychiatrist) - Involuntary Drug & Alcohol Treatment Unit - Apply via eCredential,"Orange, Bloomfield Hospital | Central West",N/A, 5 april 2026,https://jobs.health.nsw.gov.au/jobs/wnswlhd-vmo-addiction-specialist-physician-or-psychiatrist-involuntary-drug-alcohol-treatment-unit-apply-via-ecredential-328536,2026-03-12,2026-03-12
Career Medical Officer Emergency Medicine Blue Mountains Hospital,"Katoomba, Blue Mountains Hospital | Western Sydney",N/A,00 to 2400,https://jobs.health.nsw.gov.au/jobs/career-medical-officer-emergency-medicine-blue-mountains-hospital-328491,2026-03-12,2026-03-12
"CCLHD - Clinical Director and Staff Specialist, Department of Mental Health  - Apply via eCredential",Central Coast and 1 additional location,N/A, 10 april 2026,https://jobs.health.nsw.gov.au/jobs/cclhd-clinical-director-and-staff-specialist-department-of-mental-health-apply-via-ecredential-328590,2026-03-12,2026-03-12
